question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Will Airbnb (ABNB) close at $120-$125 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.98,2.98,2.83,3.13,128.7,0.02,50,0,0,7.34,5.22,68.22,30.1,30.38,0.11,0.15,0.13,4.5,0.01,TRUE,will-abnb-close-between-120-and-125-week-november-21-2025,42580112540225277266563187132174018834467408899998795657018436702146658986140,3825294019798649847233070366668406073882039111970486321724805858467693839136,0xb02a933dfd2da203de62ea9a4691a4033a5cc03a6d9ba792d36710cfac40536a
Will Meta (META) finish week of November 17 above $570?,Yes,No,0.01,20,2.97,2.97,2.94,3,92.13,0.03,20,0,0,1.57,3.22,30.71,30.71,30.71,0.9,0.91,0.9,4.5,0.01,FALSE,meta-above-570-on-november-21-2025,53725965806301393442355912104168295051806064873197526176826632831970439029661,58556645630600399999207091124807086332146581527589540218021866696115552320735,0x5568a3ae8d77933455c4005c8afea2b40c90a5555fe1b53313d94d1dd2f5effd
Will Microsoft (MSFT) close at $510-$520 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.97,2.98,2.83,3.12,110.13,0.03,50,0,0,0,0,58.97,23.33,27.83,0.06,0.1,0.08,4.5,0.01,TRUE,will-msft-close-between-510-and-520-week-november-21-2025,36396832468205189474442915775714428373656017830690548859664131335449228393276,42699936661157714470941664017159482687615482221093942043942229039278943654591,0xb204d578ea3b7d60edcd420bc76ae3a98796a79b3380ff6c495c4d8358563223
Will Microsoft (MSFT) close above $495 end of November?,Yes,No,0.05,10,2.94,2.96,3.3,2.62,81.51,0.04,50,8.93,11.14,8.34,7.88,40.45,20.38,20.61,0.49,0.54,0.52,4.5,0.01,FALSE,msft-above-495-on-november-28-2025,33345325461108911958339561794335042514017795638104302029836185346663441444047,6184757707755318425660471565753410534684549113719159614003372542380165923843,0xd30d64e63d4a042a881fe30e1a87d560e012f4ac84b1840ffa9f6f926b407237
Will Microsoft (MSFT) close at $520-$530 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.93,2.96,2.6,3.31,104.74,0.03,50,0,0,18.06,18.3,48.3,23.33,33.11,0.03,0.07,0.05,4.5,0.01,TRUE,will-msft-close-between-520-and-530-week-november-21-2025,76295725070040695978538648238993056238143783820921424494700706446847996875708,67131506647526877802675193112269035540113987578663101163542134689629275699227,0xd16a35db54addb842261d4a0d2ad8449ec32daf27afeba56eb0ead048d2a5b89
"Will Trump say ""Crypto"" or ""DOGE"" during Saudi Investment Forum on November 19?",Yes,No,0.04,10,2.92,2.92,2.74,3.11,56.35,0.05,20,0,16.99,12.74,13.78,19.23,18.56,18.56,0.3,0.34,0.32,4.5,0.01,FALSE,will-trump-say-crypto-or-doge-during-saudi-investment-forum-on-november-19-497-254-616,23982777815644662741162182600815590775070208533027906250122679707336357538127,61571713705806060248410288978711333257394814618424064662921518275160259223261,0xc0b20d588e04ccffee57380fdd9143fda8f61f227981a901c4ebef87e4e600a2
Will Ehud Barak be named in newly released Epstein files?,Yes,No,0.01,20,2.87,3.12,1.9,4.34,143.91,0.02,20,26.82,18.67,17.85,49.27,47.97,47.97,47.97,0.32,0.33,0.32,5.5,0.01,FALSE,will-ehud-barak-be-named-in-newly-released-epstein-files,114128740679130329047933199597487160191253648789903318698993437663550910166395,65786996049974539564894998321713290382403097157228782492056842521982827987700,0xfa1543cdef36d55ef9126aaab6015c7c7ed5aa6a2bb5be355f5cacc2302c7374
Will Microsoft (MSFT) finish week of November 17 above $480?,Yes,No,0.01,20,2.86,3.24,4.75,1.72,90,0.03,20,0,0,0,1.7,30,30,30,0.84,0.85,0.84,4.5,0.01,FALSE,msft-above-480-on-november-21-2025,101691888613154164296204798107453406253215527336911029563522202614598316093489,37827189225057601972483620921024501000749366767725733959419394043709435704999,0xeed0ab40b08487e908e977773912affe8222efc16997a7d7b31df99a2d10c126
Will NVIDIA (NVDA) close above $210 end of November?,Yes,No,0.03,10,2.86,2.86,2.65,3.08,126.48,0.02,50,84.64,82.47,60.33,42.7,51.41,37.68,35.56,0.06,0.09,0.08,4.5,0.01,FALSE,nvda-above-210-on-november-28-2025,85490864899842058531319816157301599173988878020338171042834087913918094456994,40314457930443443855889424485584133702907865119991864321244548300835643251357,0xd13755a4602bdc43be5ef17754f68bd26c12bdfdeec4b06a79b5bcce6378b379
Will Meta (META) close at $600-$610 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.85,2.86,2.53,3.2,109.87,0.03,50,0,15.73,12.96,9.16,29.7,36.72,43.45,0.14,0.18,0.16,4.5,0.01,TRUE,will-meta-close-between-600-and-610-week-november-21-2025,79221033157480310451486336548222413025375900983729645947534726202410473408184,3796602407813811332225416921335606406226661557693509925232197769366610737664,0x45e4fb9cd0894048dd5cddee1e971a8553e9dd4116fe18f60a73739597f1e758
Will Google (GOOGL) close at $290-$295 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.84,2.85,2.62,3.08,62.96,0.05,50,0,0,0,0,0,27.11,35.85,0.12,0.16,0.14,4.5,0.01,TRUE,will-googl-close-between-290-and-295-week-november-21-2025,104696711678167233776222152964160951950427507298324957248594752710850835763675,17756916635919549616152492058248633626127861520931842259858394666931587286744,0xad6fdbb9b2595b076f91ded3f3225dcfd726d00d24faa51b61efb91693c61788
Will Rocket Lab (RKLB) close at <$42 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.05,10,2.84,2.91,2.26,3.56,94.19,0.03,50,5.36,3.25,4.01,5.2,23.41,27.04,43.74,0.39,0.44,0.42,4.5,0.01,TRUE,will-rklb-close-below-42-week-november-21-2025,40874931462519988237966680179049544081990266581309006332594121212190176361004,88078543755216471521267430322117450974933521036710040001804309394245484723798,0x2540b8d0d22219fbe9992ba21f6dc58dab71f59e0c6fac3e50be8c56b1f67384
Will Airbnb (ABNB) close at $115-$120 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.84,2.84,2.71,2.97,91.06,0.03,50,0,0,4.7,29.2,34.62,27.41,29.03,0.36,0.4,0.38,4.5,0.01,TRUE,will-abnb-close-between-115-and-120-week-november-21-2025,5506200118559919577889603435147065602800047120870308480739987544569890801319,14916148653803807180946057975164813484793020437495810463829332989468564610884,0x916fe1931edffabae1e6823809d14b0ff0b3374d698fe4978906cc04436a9114
Will Microsoft (MSFT) close at $530-$540 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.83,2.86,2.39,3.34,78.13,0.04,50,0,0,0,0,18.06,21.19,38.88,0.02,0.06,0.04,4.5,0.01,TRUE,will-msft-close-between-530-and-540-week-november-21-2025,83729072814235553621903091171452771988253203395364198960059119606950329592283,22856316746628869910294719545296693782921575241862308002410086200108422878334,0x478aec88ad665dacb59a2e5225868c8f3da0bc26a717bcc49a2e468c58e289b0
Will Apple reach $280 in November?,Yes,No,0.04,10,2.83,2.84,2.64,3.03,77.68,0.04,50,0,9.2,14.05,12.43,40.25,20.21,18.37,0.24,0.28,0.26,4.5,0.01,FALSE,will-aapl-reach-280-in-november,96480136990941364513578844930310188444499248584371341022958954473356181719977,49031861857405443051059060308237489855655558314815607692251993743890584925098,0x5ae5807ebf3be3aad8390b8d9227e8cc1c7a7889542e82ee8f9a34a12ce652c1
Will NVIDIA (NVDA) close at <$175 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.03,10,2.83,2.83,2.75,2.91,142.96,0.02,50,65.59,54.25,39.1,28.69,36.03,53.46,53.47,0.21,0.24,0.22,4.5,0.01,TRUE,will-nvda-close-below-175-week-november-21-2025,15839679140757122398485259050265241060184509057991888228535492382731016423020,81915826128637757343787418787339263762867073002295909671366959911205339195724,0x70515e8d7347d6728d587e742576372588fe911cd0faacb41d7f5761d4d98399
Will Elon Musk post 880-919 tweets in November 2025?,Yes,No,0.03,10,2.82,2.82,2.74,2.9,139.88,0.02,20,0,18.54,14.97,13,36.47,43.16,60.25,0.11,0.14,0.12,4.5,0.01,TRUE,elon-musk-of-tweets-november-2025-880-919,84129419105110029026793979470891965361553707212470555105284332291134141557355,28389413714779468987645842003866814796604010837403640166015334606270826464020,0xb8bbb07b3767402f82b076e8f8cc872c1d0170c691aa362e9a690746637d5413
Will Apple (AAPL) finish week of November 17 above $260?,Yes,No,0.01,20,2.82,2.98,2.01,3.95,72.93,0.04,20,0,0,1.81,2.23,24.31,24.31,24.31,0.78,0.79,0.78,4.5,0.01,FALSE,aapl-above-260-on-november-21-2025,4702739066692912987137122497218231349082611960865582996333222872471728410235,50819785333560574938215394431215063330694882098592635794609502838362309508792,0xb979fb3eac0294f1b56baf740b00403c2088c74c31e5b7d5f685b4fda945e3ab
Will Trump sign the Epstein Disclosure Bill on November 22?,Yes,No,0.005,30,2.81,3.14,4.54,1.74,,nan,200,157.82,125.72,133.09,,,,,0.008,0.013,0.01,4.5,0.001,TRUE,will-trump-sign-the-epstein-disclosure-bill-on-november-22,73703674470997821972427344944561953409475308361782455678992059175916561388199,43733920583571375689133128476741786950604843589910635624287608925020819376257,0xe2294fd00125170793a7f4bdfac26ccf50a2ca55fe28eb10bbeeb8e0b526dd89
Will Trump not sign the Epstein Disclosure Bill by November 29?,Yes,No,0.019,70,2.81,3.03,1.89,4.17,429.48,0.01,200,126.04,90.2,122.78,133.57,143.16,143.16,143.16,0.034,0.053,0.04,4.5,0.001,TRUE,will-trump-not-sign-the-epstein-disclosure-bill-by-november-29,77535358842677505064947321923424818466530312462631441122438036495108057917806,81284852929956356212019153281483264414371265630656806150228718315249288228608,0xef5f42ab6627dc5ac064cf850ddf580a0a8a7d936d6e0b1b10b709d44fadd583
Will Google (GOOGL) close above $310 end of November?,Yes,No,0.03,10,2.81,2.82,2.68,2.95,112.67,0.02,50,0,22.6,28.4,26.27,37.67,42.83,32.32,0.11,0.14,0.12,4.5,0.01,FALSE,googl-above-310-on-november-28-2025,51779744399348098615133190878669712246491606913963521694280028219458413652018,85391811974576330930705802379299363989689322657425469877514420809707975325440,0xe17cc7f181ba7911e94f063681d652ef36aeb2311076c682260daf52ebef9133
Will Microsoft (MSFT) close at $490-$500 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.04,10,2.8,2.8,2.92,2.68,88.13,0.03,50,0,0,3.88,2.77,42.45,19.44,26.24,0.24,0.28,0.26,4.5,0.01,TRUE,will-msft-close-between-490-and-500-week-november-21-2025,6866080096200300850269285789949922699328849925948985358587572863041037858483,7299915735173559629616489125475967915829738166405985723113629278569223155208,0x43bae60b8c14997be688c2f1d88e815883fb9266c7874674867fee9e64395cf5
Will Microsoft (MSFT) close above $480 end of November?,Yes,No,0.05,10,2.8,2.86,3.43,2.28,52.15,0.05,50,9.28,7.57,8.47,9.4,30.9,11.84,10.46,0.73,0.78,0.76,4.5,0.01,FALSE,msft-above-480-on-november-28-2025,20412254839125586431924782816143877215612879002176066305269682148361738495523,107508066158806902878911214990904264243805451625295356929251562541118942218263,0xd31f8939be3306c08d19ccafc5c693707a853b039039204d849ef704b5cbdc25
Will Rocket Lab (RKLB) finish week of November 17 above $39?,Yes,No,0.01,20,2.8,2.91,3.69,2.13,93.99,0.03,20,0,0,0,0,31.33,31.33,31.33,0.83,0.84,0.84,4.5,0.01,FALSE,rklb-above-39-on-november-21-2025,81858599976862192610665461209380337275330269811725417686519547439051767139146,51665535759109948246279289246544877799602945051849207261963950663319329837712,0x742cd1e534fd6419a022d2db86794a9a68bcef7a4359e3539fe397d5b8f2a652
Will Abigail Spanberger win by 12-15%?,Yes,No,0.001,15,2.79,4.27,7.49,1.04,,nan,50,,,,,,,,0.001,0.002,0,4.5,0.001,TRUE,will-abigail-spanberger-win-by-12-15,49979574163663869211201615999477204698852909927158812334318708983903935879850,40960677951918551313021149391469753570242931197727021132441085052583063516713,0x679c625d28216f18fd401636d1cdbf7dcbec47c9a957f718f3d8571bbcaf1404
Aztec FDV above $500M one day after launch?,Yes,No,0.03,20,2.79,3.06,1.82,4.29,125.73,0.02,50,0,4.53,4.03,9.69,41.91,41.91,41.91,0.6,0.63,0.62,3.5,0.01,FALSE,aztec-fdv-above-500m-one-day-after-launch,35837709442618383099238632224855648599572060748439346956585233665266612088456,74240096902122412601923107082906662761808588222277724874499840111500437084621,0x7b1338856baf704786e383ca88373b32bc5164601e86522cd84b476aba68b1ac
Monad market cap (FDV) >$5B one day after launch?,Yes,No,0.01,40,2.79,2.9,3.71,2.1,48.56,0.06,100,0,0,21.08,21.2,20.66,15.24,12.66,0.15,0.16,0.16,3.5,0.01,FALSE,monad-market-cap-fdv-5b-one-day-after-launch,81139693715697998105891703419812717114748232363672997593448486172932719751528,9672604639683281825680954739624178949996075094006858746971884453308906040847,0x8d4df5370b4c0d14985f3ffaf655cea5f371d1e38dc1835a97e22ea04d91ade4
Will Tesla (TSLA) close above $460 end of November?,Yes,No,0.01,10,2.76,2.77,2.59,2.95,139.88,0.02,50,0,0,0,24.18,35.34,59.55,42.48,0.09,0.1,0.1,4.5,0.01,FALSE,tsla-above-460-on-november-28-2025,78802535228285693408296575897414843180664213052105223801319635118632085529100,73524631476019935404818900217929639984653709746787061211481589588492515812608,0x7fdce54fadbf2066bb0ff36b3750df900fc489062b2dc06ec660c24944234fdc
Will Amazon (AMZN) close at $230-$235 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.03,10,2.75,2.76,2.52,3,135.32,0.02,50,0,0,0,0,44.2,40.72,50.4,0.09,0.12,0.1,4.5,0.01,TRUE,will-amzn-close-between-230-and-235-week-november-21-2025,65528672521651677219840532594072254792910266722079755457901916097225670529902,87698860379392854781872800797691740392015940940571984814907097496001650125639,0x4af832c848b89bea3a88350e4788754a6a6fe6d954e252e8a3f6681ca41f7a98
Will Google (GOOGL) close above $300 end of November?,Yes,No,0.03,10,2.74,2.74,2.74,2.74,99.37,0.03,50,0,0,0,0,28,35.89,35.04,0.2,0.23,0.22,4.5,0.01,FALSE,googl-above-300-on-november-28-2025,91802504112756825374667650610074940641968684440700714451196207896010281395713,56439813268985383798161822430485076129060094023921003686575134984367565280357,0x39e3c07513f3ff6446476d8c3ef36866e63c604d14182c05b77ed7b51c0485c9
Will the November 2025 unemployment rate be 4.3%?,Yes,No,0.05,8,2.73,2.74,2.75,2.72,122.13,0.02,20,15.46,16.54,19.15,15.62,40.71,40.71,40.71,0.2,0.25,0.22,4.5,0.01,TRUE,will-the-november-2025-unemployment-rate-be-4pt3,65940151081622850773995921003142252566483499825333396433423542294130286586532,40048193223443903819295228614284528248051500701768613476913938724250929517887,0x3e2e7347226192486b09405a039f2e225ae8267e0886ddd22e89a418b8420022
US x Venezuela military engagement by December 31?,Yes,No,0.02,200,2.73,3.06,1.68,4.45,29.13,0.09,100,9.03,9.65,10.92,9.08,6.42,10.7,12.5,0.38,0.4,0.39,3.5,0.01,FALSE,us-x-venezuela-military-engagement-by-december-31-391-819-722-945-174-285-817-971-353,58194798786674267467235696472878300864943462064955274098210719743062794563955,86127053351389280317665592955308422023136163174658857021506191296325242966070,0x62b0cd598091a179147acbd4616400f804acfdff6f76f029944b481b37cbd45f
Will Tesla (TSLA) finish week of November 17 above $385?,Yes,No,0.01,20,2.73,2.74,2.58,2.89,79.41,0.03,20,0,0,1.81,1.28,26.47,26.47,26.47,0.78,0.79,0.78,4.5,0.01,FALSE,tsla-above-385-on-november-21-2025,23356568530291345122990190681172974668328764200116000705766959275226455026874,100291488495771883073891486097243565314071323278889897526727065627812250935045,0xe36358ccaa22c5738c94d6484feb222ed06da27f802d603be8639c0776ba79dc
Will Google dip to $260 in November?,Yes,No,0.03,10,2.72,2.72,2.56,2.89,112.67,0.02,50,13.8,8.38,8.14,15.64,26.05,41.64,39.09,0.14,0.17,0.16,4.5,0.01,FALSE,will-googl-dip-to-260-in-november,98331071192262104421256839194547914791667312039243541017307999211839783520013,59091080893476321894258757078707991916279856680552549197096043782680826822522,0x6e35fb2a0c6bbcebcaa91ad9e157021f5c7a2792f74951733805c54b9620aad4
Will Zohran Mamdani win by >9%?,Yes,No,0.02,20,2.71,2.85,1.97,3.73,21.67,0.13,100,0,2.05,2.95,2.6,4.88,6.74,10.05,0.67,0.69,0.68,4.5,0.01,FALSE,will-zohran-mamdani-win-by-over-9,56961202303159616066883108146913566180680569209064438044734600342839324140894,9176311431210249945634114442276202480132754959571873761138798748964527817982,0xa94f9df0ae6bf98ca120ace7a490232f33df5ad51d55de61801b6c2f0a1d1b7f
Will Yoweri Kaguta Museveni win the 2026 Ugandan presidential election?,Yes,No,0.02,20,2.7,3.12,4.66,1.57,39.43,0.07,20,0,0,1.04,1.27,1.93,18.75,18.75,0.95,0.97,0.96,4.5,0.01,TRUE,will-yoweri-kaguta-museveni-win-the-2026-ugandan-presidential-election,48902900415580238204716531860915729609349954649209268448255758270416917876966,27017407131756764290668150712806110000642850267614248655140582477671943145548,0x59c8631b4695fbecc5de31b01c3c0c5427cf455ec892b5b862438b52e808275b
Will Meta (META) close above $660 end of November?,Yes,No,0.03,10,2.69,2.7,2.42,2.99,154.73,0.02,50,0,0,19.92,41.58,50.77,57.8,43.6,0.05,0.08,0.06,4.5,0.01,FALSE,meta-above-660-on-november-28-2025,90261957539788778403536183752664628205175365322377701117651430051380038960742,18587273812668008897764856390948883728635651038989799241310247789423680884645,0x677a1fecba136252822c3a5855f5cf09a0aef8a6a695324a833859457ed6d62f
Will Rocket Lab (RKLB) finish week of November 17 above $42?,Yes,No,0.01,20,2.69,2.7,2.44,2.96,22.92,0.12,20,0,0,0,0,7.64,7.64,7.64,0.56,0.57,0.56,4.5,0.01,FALSE,rklb-above-42-on-november-21-2025,69903206954597194100517960003929782496653459570669529715182184620320203598277,48853516688404170988398021147038135657386192387734772747547008119750823962933,0x6fbac87e5a6cca82f4a1d079e323868185e779bdc2dac5cb4f5a65f1c5792b61
"Will Netflix (NFLX) close above $1,200 end of November?",Yes,No,0.03,10,2.68,2.68,2.55,2.81,169.1,0.02,50,0,0,0,0,60.4,57.79,51.08,0.2,0.23,0.22,4.5,0.01,FALSE,nflx-above-1200-on-november-28-2025,56329077184454894800053272407846484834897022307486474114161661150158513534850,89117176260989330108049223154799523528783151320760742705079997276795132872620,0x7d6797b85bb1ea0192c1b7ef90c5f95330c530a878f6d96668ad1d6a0f442204
Over $1B committed to the Monad public sale?,Yes,No,0.02,50,2.68,2.68,2.78,2.59,145.22,0.02,100,30.4,18.45,46.72,41.44,46.54,49.34,49.34,0.06,0.08,0.07,3.5,0.01,FALSE,over-1b-committed-to-the-monad-public-sale-423-373-894-926,7524646300047292940101472824767902907369045052626947838902981120980759897883,14561041474523624615924693272357502434782441545767769337967059054915329179384,0x1d9cfe8ce3cb32aed53cc33541fd5b4baca621d134702473a03c0b87cb5e8d90
"Will Netflix (NFLX) close above $1,060 end of November?",Yes,No,0.04,10,2.66,2.66,2.58,2.75,73.46,0.04,50,0,0,1.17,0.83,15.04,32.57,24.89,0.83,0.87,0.85,4.5,0.01,FALSE,nflx-above-1060-on-november-28-2025,17035748079370021637873358385795132871203463122646063479570346863239653476889,107757137263459765362994064186547560106753006843054552316206507567704421918460,0x921c60cf94efc124db9f2ced45a9db864408934a6f545e19cd167c9fd95678ed
"Will Netflix (NFLX) close above $1,180 end of November?",Yes,No,0.04,10,2.65,2.65,2.51,2.79,146.24,0.02,50,0,0,3.6,2.56,51.93,53.29,41.06,0.25,0.29,0.27,4.5,0.01,FALSE,nflx-above-1180-on-november-28-2025,88695947540861068525176435221568144156372723989216224935060331326775588350473,1377639172585106241321513735959690450295953370101476034283147263922875436194,0x23be96653af78d7719fa0b415606f2b422f8e04dbdf43f0806bd62548b951fc3
Will Rocket Lab (RKLB) close at $42-$44 on the final day of trading of the week of Nov 17 – Nov 21?,Yes,No,0.03,10,2.64,2.65,2.4,2.9,99.27,0.03,50,0,0,7.28,12.64,21.97,35.24,42.06,0.17,0.2,0.18,4.5,0.01,TRUE,will-rklb-close-between-42-and-44-week-november-21-2025,1591745031769241591988405188304073291398447004243771889792002701659355052748,95811979571661013107223638921724284800734880115384263964861849944881813681727,0x23cff3c2e7b5b47cd8f9f7942dbbf2a7ccce5caacc99180b332a5cbdfc693863
